"turquoise" "white" "magenta" "royalblue" "lightcyan" "red" "midnightblue" "saddlebrown" "darkgreen" "blue" "yellowgreen" "sienna3" "brown" "darkmagenta" "cyan" "skyblue" "steelblue" "lightgreen" "orange" "purple" "darkgrey" "darkturquoise" "grey60" "darkorange" "darkred" "salmon" "yellow" "green" "paleturquoise" "darkolivegreen" "lightyellow" "tan" "greenyellow" "pink" "skyblue3" "plum1" "black" "violet" "grey" "cob_b73" "coleoptile_b73" "crown_root_b73" "first_elongated_internode_b73" "flag_leaf_b73" "immature_cob_b73" "immature_tassel_b73" "leaf_1_b73" "leaf_3_blade_b73" "leaf_3_sheath_b73" "leaf_5_b73" "leaf_5_elongation_zone_b73" "leaf_5_mature_b73" "leaf_5_meristem_b73" "leaf_8_b73" "mature_seed_40_dap_b73" "meotic_tassel_b73" "mesophyll_b73" "prepollinated_cob_b73" "primary_root_b73" "primary_root_elongation_zone_b73" "primary_root_meristematic_zone_b73" "root_hair_zone_b73" "seed_10_dap_b73" "seed_15_dap_b73" "seed_20_dap_b73" "seed_25_dap_b73" "seed_30_dap_b73" "seminal_root_b73" "silk_b73" "cob_dk105" "coleoptile_dk105" "crown_root_dk105" "first_elongated_internode_dk105" "flag_leaf_dk105" "immature_cob_dk105" "immature_tassel_dk105" "leaf_1_dk105" "leaf_3_blade_dk105" "leaf_3_sheath_dk105" "leaf_5_dk105" "leaf_5_elongation_zone_dk105" "leaf_5_mature_dk105" "leaf_5_meristem_dk105" "leaf_8_dk105" "mature_seed_40_dap_dk105" "meotic_tassel_dk105" "mesophyll_dk105" "prepollinated_cob_dk105" "primary_root_dk105" "primary_root_elongation_zone_dk105" "primary_root_meristematic_zone_dk105" "root_hair_zone_dk105" "seed_10_dap_dk105" "seed_15_dap_dk105" "seed_20_dap_dk105" "seed_25_dap_dk105" "seed_30_dap_dk105" "seminal_root_dk105" "silk_dk105" "cob_ep1" "coleoptile_ep1" "crown_root_ep1" "first_elongated_internode_ep1" "flag_leaf_ep1" "immature_cob_ep1" "immature_tassel_ep1" "leaf_1_ep1" "leaf_3_blade_ep1" "leaf_3_sheath_ep1" "leaf_5_ep1" "leaf_5_elongation_zone_ep1" "leaf_5_mature_ep1" "leaf_5_meristem_ep1" "leaf_8_ep1" "mature_seed_40_dap_ep1" "meotic_tassel_ep1" "mesophyll_ep1" "prepollinated_cob_ep1" "primary_root_ep1" "primary_root_elongation_zone_ep1" "primary_root_meristematic_zone_ep1" "root_hair_zone_ep1" "seed_10_dap_ep1" "seed_15_dap_ep1" "seed_20_dap_ep1" "seed_25_dap_ep1" "seed_30_dap_ep1" "seminal_root_ep1" "silk_ep1" "cob_f7" "coleoptile_f7" "crown_root_f7" "first_elongated_internode_f7" "flag_leaf_f7" "immature_cob_f7" "immature_tassel_f7" "leaf_1_f7" "leaf_3_blade_f7" "leaf_3_sheath_f7" "leaf_5_f7" "leaf_5_elongation_zone_f7" "leaf_5_mature_f7" "leaf_5_meristem_f7" "leaf_8_f7" "mature_seed_40_dap_f7" "meotic_tassel_f7" "mesophyll_f7" "prepollinated_cob_f7" "primary_root_f7" "primary_root_elongation_zone_f7" "primary_root_meristematic_zone_f7" "root_hair_zone_f7" "seed_10_dap_f7" "seed_15_dap_f7" "seed_20_dap_f7" "seed_25_dap_f7" "seed_30_dap_f7" "seminal_root_f7" "silk_f7" "cob_pe75" "coleoptile_pe75" "crown_root_pe75" "first_elongated_internode_pe75" "flag_leaf_pe75" "immature_cob_pe75" "immature_tassel_pe75" "leaf_1_pe75" "leaf_3_blade_pe75" "leaf_3_sheath_pe75" "leaf_5_pe75" "leaf_5_elongation_zone_pe75" "leaf_5_mature_pe75" "leaf_5_meristem_pe75" "leaf_8_pe75" "meotic_tassel_pe75" "mesophyll_pe75" "prepollinated_cob_pe75" "primary_root_pe75" "primary_root_elongation_zone_pe75" "primary_root_meristematic_zone_pe75" "root_hair_zone_pe75" "seed_10_dap_pe75" "seed_15_dap_pe75" "seed_20_dap_pe75" "seed_25_dap_pe75" "seed_30_dap_pe75" "seminal_root_pe75" "silk_pe75"
"ep1_coleoptile" -0.0282955685550707 -0.0870673282367158 -0.0418383707078584 0.0954154085833092 -0.051268130114165 -0.0275553518400156 -0.0388870738717302 -0.0646717007736515 0.117630849410292 -0.00872466974941768 -0.055375590639455 -0.03533625694438 -0.0512859124218198 -0.018905364390343 -0.0430192641502528 0.0997794952748749 0.0110268518990374 0.0629450314835415 -0.0608008769286051 0.15303299970756 0.10052570012032 0.065056949283695 -0.0370988075358276 0.0667078565419809 -0.0644082134470165 0.0348845856250096 0.0730122420345755 0.0360796058065233 -0.00610380009488628 0.000832297572083175 -0.0280734843467004 0.0261591518218027 0.0512889361954879 -0.00497399712174168 -0.0118487542083978 -0.024138721395483 -0.0271077160912361 -0.0215679450075161 0.0448807911079261 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_crown.root" -0.0627708911222782 -0.0920310891962744 -0.0407428108388176 0.0941186704243909 0.0140071305551512 0.000292144732416199 -0.0369526248930207 -0.0658542172554557 -0.104746975623614 0.0114363873600171 -0.0461468578028487 -0.0345349320969734 -0.0528185270642872 -0.014359083664149 -0.0421299683061823 0.0984289764103145 0.0132455917452786 0.0658709410339857 -0.0614781013391616 0.1556369114642 0.09490307979937 0.0677944292841319 -0.0378073313258492 0.0635328236225796 -0.0633251388035271 0.0175955375829241 0.0492851997850801 0.138838014654615 -0.0458673156983878 0.0537060126428382 0.0923942178653341 0.0421137217238128 0.112446888716895 0.0271207443509183 -0.00567716378418181 -0.0163236326839056 -0.0285297354801789 0.0836038825661824 0.0841992252212752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_first.elongated.internode" -0.0269915669155537 -0.0172913759716524 -0.0470788665026198 0.100059481023978 0.0950256674952833 0.0247502045210158 -0.0360777176071769 -0.0626325537000158 0.0413746270757377 0.0884569695960045 0.00879067300462188 -0.0390256642857322 -0.0333584334930105 -0.0167070962489012 -0.038265453390724 0.102263060168686 0.035265600968648 0.0664878701169962 -0.0664101849270534 0.162864852621376 0.109484272490938 0.0742336757386286 -0.0297282002214154 0.0698062525896857 -0.0633207852983119 0.051730914156124 0.0662936158412828 -0.047804592063581 -0.0258897919478228 -0.0682258368007898 -0.0672295909788842 -0.0542080418195014 -0.128850334821521 -0.133175861030357 -0.0059609556552537 -0.0194716269787294 -0.0309174074548506 -0.0664559571160508 -0.119336080736937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_flag.leaf" 0.137396248975575 0.0734311897988174 -0.0381458679541192 0.108912010989984 0.000561386542715929 0.0747243021494207 -0.0365050685056208 -0.0731650010361593 -0.0348685961382625 -0.0979828660620645 -0.0849105394715507 -0.0338056880525444 -0.03813042147867 -0.0195984703093671 -0.0488233917020187 0.102548366875474 0.0990196258246482 0.0729948323749806 -0.0660374924753891 0.163614612554228 0.102933618494484 0.0703021100243574 -0.0400294488340804 0.0713360611371379 -0.0693775063658428 -0.0627313641608866 -0.121281925847866 -0.0634263939615926 -0.0920411177753643 -0.0989547829123864 -0.0373375739147734 0.0839196988228191 0.00904837826479483 0.0597328018242071 -0.0239897419389426 -0.0249722029183277 0.0406808602601856 0.00231869762291228 -0.0224559034348756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_immature.cob" -0.0371877699160356 0.000459038483013144 -0.0436498038267933 0.103319232028837 0.141231721710071 0.028109533069799 -0.0443493035224283 -0.0723375590758375 0.0861536739514725 0.116692646069218 0.10285347673859 -0.000712192377123947 0.0133642901857023 -0.0213797428113455 -0.0467558728316911 0.101365560505166 0.0212662647984894 0.067452727936964 -0.0698415247097401 0.158642075250418 0.104300381031125 0.0665677236541891 -0.0367327731821479 0.0650734083739432 -0.0654333633808835 0.000875269577092038 0.0340693708481571 -0.0806031291325643 -0.0397115194363272 -0.0946861873082827 -0.110260210895055 -0.11738419663952 -0.134526378287471 -0.137629411325019 -0.0083705203471539 -0.021825789330445 -0.0202018345259495 -0.0628274493882283 -0.161481453704102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_immature.tassel" -0.00794251214719337 -0.0359438706993082 -0.0353287264481567 0.097172724128195 -0.0311638583770973 -0.0371017941986398 -0.036337937215602 -0.063690349531842 0.0559987164800754 -0.0284710260990045 0.0300387813818251 -0.008699340879776 0.0248022179915326 -0.0165821195568427 -0.0400033399108873 0.106475137221343 0.0222500798863194 0.0627786732571221 -0.05978662734385 0.154050058601841 0.105084452956676 0.0612331325025496 -0.0365170069038905 0.0585794680575391 -0.067513556327011 -0.0306750743222828 -0.0111983800582712 -0.0123649449837875 0.00479667333583285 0.0788742602919744 0.0507105491770194 0.00743839233290217 0.042225618543708 0.0520321013101182 0.123311739363023 0.0198062559929285 0.298640398903471 0.19232441382492 0.0458456438287313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_leaf.1" 0.135325432133996 0.0263125134531879 -0.0336131118638686 0.106879977978169 -0.0313036318956528 0.0658533000650205 -0.0273027174777018 -0.0741042057586061 -0.0653050546606673 -0.126347618487004 -0.0560522348279197 -0.0394752260203004 -0.0332431487113456 -0.00862762749689384 -0.0477565355828384 0.116265775013699 0.105754085830419 0.0747779704772931 -0.0598184148015699 0.163002979057241 0.110369551247681 0.0666343773978781 -0.0340016151821629 0.0630464528652784 -0.0598484819217702 -0.0890756153077925 -0.156810902690961 -0.0614051313584855 -0.1242252836021 -0.0631204139411476 -0.0395426589455663 0.103591942319485 0.0590673121484045 0.0954514789683027 -0.0163264180442434 -0.0155858929010749 -0.0223794754479781 -0.0573453417316326 0.00881043426345605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_leaf.3.blade" 0.164632923979037 0.0549342009923641 -0.0388503486292643 0.110263857177363 -0.052412481518712 0.116221775639116 -0.0321889869016356 -0.0706213717353773 -0.0674766023958909 -0.154529756794402 -0.115067309224604 -0.0430569328587585 -0.0521372044187291 -0.0164078266986856 -0.0500509977059605 0.1083535537901 0.114007504338828 0.0802461032300931 -0.0664573724443438 0.162376032220375 0.107044350763128 0.067218944701156 -0.036573253784408 0.0675433810352686 -0.0676916558046597 -0.0585559886623121 -0.150142903258344 -0.0679673696483675 -0.0821041418487726 -0.0975737208733629 -0.0641693590728167 0.114817722053797 0.0173297699905002 0.0668122455733158 -0.0167539966280342 -0.0249722029183277 -0.0285610157172977 -0.0618664927546414 -0.0176377625140298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_leaf.3.sheath" 0.0513256696057005 -0.0249898357676063 -0.0401047784097037 0.0975579821004084 -0.0709429339129784 -0.000783240062423734 -0.0339163745903887 -0.0652756826819106 0.0978950093421794 -0.0493322613491915 -0.0884273714339618 -0.0337281253354819 -0.0711943579635032 -0.0194242813387817 -0.0425290583155778 0.103248816529928 0.0591460082880989 0.0720843521991353 -0.0644613856698225 0.164020723355408 0.106413752954185 0.0703382195940557 -0.0338911541089628 0.0618007674567473 -0.0686834973949703 -0.0213188669586161 0.0452204544400328 0.00405276335572064 -0.0690033929635756 0.0300953926503593 0.0924747991442469 0.058761174187968 -0.00152048478297589 0.0116434333501458 -0.0103717396537616 -0.016754712138138 -0.0234301846791742 -0.0279994257959826 0.0183658852853287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_leaf.5" 0.153546592964509 0.0634972296917736 -0.0367243556727893 0.106172971035881 -0.0326833868769848 0.082623095525902 -0.036464929623002 -0.0764228097087056 -0.0785004459601456 -0.131918451854811 -0.111116227379571 -0.0381415482726734 -0.0463656591218266 -0.0275198708450825 -0.0499367616204626 0.105079954656693 0.0967346340615827 0.0713889912138278 -0.0649130331594587 0.157668262008886 0.102277050116205 0.068821382921302 -0.0413595361161162 0.0691010218977429 -0.0684273691945217 -0.0616164417175215 -0.146234128161719 -0.0631644708821278 -0.080152447073457 -0.096507850348214 -0.0488883175933782 0.10534201148482 0.0253165283709714 0.0687996911969911 -0.0274132408275272 -0.0217946099258921 -0.0256029308147825 -0.0540290420349808 -0.0100733812163919 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_leaf.5.elongation.zone" 0.0519464288335337 0.149960297708012 -0.0406175286421907 0.0972567756764842 0.00138204901804644 -0.028974906212904 -0.0395497670586164 -0.0558235008553826 0.112401144121806 0.038736000171643 -0.0378759861640879 -0.0352648975286083 -0.0509041060136072 -0.0260621585381676 -0.0425951072680163 0.0873345912976325 0.0202421010996455 0.0619469278617659 -0.0656838776976299 0.150284506966828 0.106911192215824 0.0674409550182474 -0.0360777661056716 0.0605129944504816 -0.0692788247442498 0.0578501308669922 0.0895460498889048 -0.0186023610946609 0.023340734361307 -0.0356495368362762 -0.00665717468384514 -0.0204287717676302 -0.124950886166431 -0.126506157836573 -0.0188033803113359 -0.0249722029183277 -0.0350874370708876 -0.0449183855582532 -0.0825379615850211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_leaf.5.mature" 0.122260422955982 0.200267217786592 -0.0367847878148563 0.0998164233127783 -0.0481825939477133 -0.0183575511483043 -0.0426475608564765 -0.067285619995869 0.0479408307549033 -0.0465911293722449 -0.0793656057339509 -0.0303480843357669 -0.0526368984399501 -0.020524212206845 -0.0485794625285374 0.0903994787722693 0.0694578971319183 0.0706644098960307 -0.0681083549688135 0.156028315917985 0.106017511031744 0.0672679096476651 -0.0418982650992023 0.0566420498301814 -0.0714493901508326 -0.0946968793347434 0.020705196029224 -0.0222498038789639 -0.00188375271837862 0.0732024278396808 0.129310030106348 0.0520584947616317 -0.0505184541462575 -0.0271094611639931 0.0131513307227719 -0.024972202918327 -0.0305821637669696 -0.048189671869163 -0.0218360216863546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_leaf.5.meristem" -0.0188289447593059 0.0572091053566887 -0.0450021502929629 0.0935250187427597 0.193929958772939 0.0468182697132285 -0.0351252532309376 -0.0511537823774842 0.0798371097890767 0.149463125651339 0.0236037847156254 -0.0329766609964507 -0.017715871424794 -0.0224544755363816 -0.0353346906197191 0.0886337972864329 0.00403526759164525 0.0579074941177524 -0.0617921994984895 0.152642831259656 0.101533403737033 0.0654896404197681 -0.0239302950847973 0.0691717641457178 -0.0584190075942333 0.0726098431128742 0.0468930229667241 -0.0725937678396233 -0.00258502601360101 -0.104253792571081 -0.118387183901669 -0.113244212068878 -0.161921982343887 -0.187090434087404 -0.0265616303323499 -0.0189892382979699 -0.0381736955653741 -0.0778394943358581 -0.187787457050462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_leaf.8" 0.132323286883232 0.0643132433068203 -0.0373317868738291 0.102777715469723 -0.0189259834340524 0.0569034177958665 -0.0359936397519546 -0.076160742566216 -0.071893390892401 -0.109884756960252 -0.0644212851665319 -0.0355001356940077 -0.0384472800268691 -0.0176439223103157 -0.0459104451773263 0.101066744186143 0.0875596585629478 0.0699712706339933 -0.0608576973131397 0.155808315999467 0.0994073950986028 0.0696042370742105 -0.0394364450091343 0.0700655845242826 -0.0672123295157812 -0.0596487596232155 -0.1352404702978 -0.0513618718569714 -0.104668401218698 -0.0756571002150902 -0.0399966602941129 0.0937426571682069 0.0583030090232991 0.0855012623366143 -0.0162103753514407 -0.0228459176226335 -0.0208849350238371 -0.046892991702673 0.0116153345384213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_mature.seed.40.dap" -0.059293449562175 0.081152712579386 -0.0374480888006424 0.105723387764128 -0.119015451957922 -0.201825085797615 -0.0353895678929355 -0.0719965160518561 0.0133261358850952 0.0378860520523222 0.0684993160659769 -0.0159232576723809 0.2124667591175 0.0356820469273605 -0.0391825131070613 0.0951006795711676 -0.0415521056664873 0.0610947388574498 -0.0639557258931131 0.136608289489933 0.101371133889096 0.0639498662468832 -0.0352741500591762 0.0617475536924878 -0.0663771017224047 -0.151059412810233 -0.034244038644371 -0.039105329678776 0.0544658237146893 0.131084509495953 -0.0496354709879426 -0.124340300990487 -0.000995653997105987 0.0727853566425979 -0.00362765082681812 -0.01415270994667 0.0359149953324973 0.00489345556774499 0.0425162135500393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_meotic.tassel" 0.0065674829599496 -0.0422223933552541 -0.0315555877688846 0.0959617630868598 -0.0644115707977161 -0.0315923749649298 -0.0295910772131321 -0.0632608652714591 0.0286960739071613 -0.0602905715502633 -0.004993841098603 -0.0120128982513082 0.0161818243481277 -0.0159128748852397 -0.0318635419603461 0.107081346880184 0.0389670766901085 0.0665944504550794 -0.0594629970261452 0.155036543216636 0.107666337868803 0.0629111958442363 -0.0283232832937386 0.0562689354607449 -0.065741869142356 -0.031040675007727 -0.0256704708779523 -0.0143972682793258 0.0168120720621699 0.0459348886806928 0.0370624451417023 0.0231903118677452 0.0401975564242422 0.0593958967514868 0.0440687158917709 0.0390149373322635 0.357228100951611 0.266302214869182 0.0534170333526845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ep1_mesophyll" -0.0588534282772418 -0.112261403746494 -0.0419688766507955 0.0873361931019346 -0.0351295688939641 -0.0165515034521579 -0.0333446151661852 -0.0546722059990719 0.0424315044764678 -0.00850373655010966 -0.090118168155024 -0.0361811506920399 -0.0649252443322224 -0.0114831620805139 -0.0379467395821432 0.0939268225637589 0.00771961953092086 0.0623323242661657 -0.0539757336614571 0.149389097828415 0.0908302833468251 0.0655384566348543 -0.0340106557902942 0.061918516104079 -0.0561964382919225 0.0438948809118523 0.070512833328008 0.0936482258137408 0.00277672508406353 0.0461248368940246 0.0780595499923065 0.0452530037868105 0.103327827898203 0.0324964188898509 0.0053783179038331 -0.0111488738472677 -0.0292092919005343 0.00344839592680584 0.0961815749956934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
