"turquoise" "white" "magenta" "royalblue" "lightcyan" "red" "midnightblue" "saddlebrown" "darkgreen" "blue" "yellowgreen" "sienna3" "brown" "darkmagenta" "cyan" "skyblue" "steelblue" "lightgreen" "orange" "purple" "darkgrey" "darkturquoise" "grey60" "darkorange" "darkred" "salmon" "yellow" "green" "paleturquoise" "darkolivegreen" "lightyellow" "tan" "greenyellow" "pink" "skyblue3" "plum1" "black" "violet" "grey" "cob_b73" "coleoptile_b73" "crown_root_b73" "first_elongated_internode_b73" "flag_leaf_b73" "immature_cob_b73" "immature_tassel_b73" "leaf_1_b73" "leaf_3_blade_b73" "leaf_3_sheath_b73" "leaf_5_b73" "leaf_5_elongation_zone_b73" "leaf_5_mature_b73" "leaf_5_meristem_b73" "leaf_8_b73" "mature_seed_40_dap_b73" "meotic_tassel_b73" "mesophyll_b73" "prepollinated_cob_b73" "primary_root_b73" "primary_root_elongation_zone_b73" "primary_root_meristematic_zone_b73" "root_hair_zone_b73" "seed_10_dap_b73" "seed_15_dap_b73" "seed_20_dap_b73" "seed_25_dap_b73" "seed_30_dap_b73" "seminal_root_b73" "silk_b73" "cob_dk105" "coleoptile_dk105" "crown_root_dk105" "first_elongated_internode_dk105" "flag_leaf_dk105" "immature_cob_dk105" "immature_tassel_dk105" "leaf_1_dk105" "leaf_3_blade_dk105" "leaf_3_sheath_dk105" "leaf_5_dk105" "leaf_5_elongation_zone_dk105" "leaf_5_mature_dk105" "leaf_5_meristem_dk105" "leaf_8_dk105" "mature_seed_40_dap_dk105" "meotic_tassel_dk105" "mesophyll_dk105" "prepollinated_cob_dk105" "primary_root_dk105" "primary_root_elongation_zone_dk105" "primary_root_meristematic_zone_dk105" "root_hair_zone_dk105" "seed_10_dap_dk105" "seed_15_dap_dk105" "seed_20_dap_dk105" "seed_25_dap_dk105" "seed_30_dap_dk105" "seminal_root_dk105" "silk_dk105" "cob_ep1" "coleoptile_ep1" "crown_root_ep1" "first_elongated_internode_ep1" "flag_leaf_ep1" "immature_cob_ep1" "immature_tassel_ep1" "leaf_1_ep1" "leaf_3_blade_ep1" "leaf_3_sheath_ep1" "leaf_5_ep1" "leaf_5_elongation_zone_ep1" "leaf_5_mature_ep1" "leaf_5_meristem_ep1" "leaf_8_ep1" "mature_seed_40_dap_ep1" "meotic_tassel_ep1" "mesophyll_ep1" "prepollinated_cob_ep1" "primary_root_ep1" "primary_root_elongation_zone_ep1" "primary_root_meristematic_zone_ep1" "root_hair_zone_ep1" "seed_10_dap_ep1" "seed_15_dap_ep1" "seed_20_dap_ep1" "seed_25_dap_ep1" "seed_30_dap_ep1" "seminal_root_ep1" "silk_ep1" "cob_f7" "coleoptile_f7" "crown_root_f7" "first_elongated_internode_f7" "flag_leaf_f7" "immature_cob_f7" "immature_tassel_f7" "leaf_1_f7" "leaf_3_blade_f7" "leaf_3_sheath_f7" "leaf_5_f7" "leaf_5_elongation_zone_f7" "leaf_5_mature_f7" "leaf_5_meristem_f7" "leaf_8_f7" "mature_seed_40_dap_f7" "meotic_tassel_f7" "mesophyll_f7" "prepollinated_cob_f7" "primary_root_f7" "primary_root_elongation_zone_f7" "primary_root_meristematic_zone_f7" "root_hair_zone_f7" "seed_10_dap_f7" "seed_15_dap_f7" "seed_20_dap_f7" "seed_25_dap_f7" "seed_30_dap_f7" "seminal_root_f7" "silk_f7" "cob_pe75" "coleoptile_pe75" "crown_root_pe75" "first_elongated_internode_pe75" "flag_leaf_pe75" "immature_cob_pe75" "immature_tassel_pe75" "leaf_1_pe75" "leaf_3_blade_pe75" "leaf_3_sheath_pe75" "leaf_5_pe75" "leaf_5_elongation_zone_pe75" "leaf_5_mature_pe75" "leaf_5_meristem_pe75" "leaf_8_pe75" "meotic_tassel_pe75" "mesophyll_pe75" "prepollinated_cob_pe75" "primary_root_pe75" "primary_root_elongation_zone_pe75" "primary_root_meristematic_zone_pe75" "root_hair_zone_pe75" "seed_10_dap_pe75" "seed_15_dap_pe75" "seed_20_dap_pe75" "seed_25_dap_pe75" "seed_30_dap_pe75" "seminal_root_pe75" "silk_pe75"
"b73_seed.30.dap" -0.0536338084127123 0.0735376282660885 0.165547806645849 0.100183719828911 0.0139391840442923 -0.00149055128695061 -0.032784985200513 -0.0743956224827985 0.0138727518586619 0.0577614615704112 0.0815092111429091 0.0589294406833794 0.180594987176646 0.537659810786915 -0.0342214819338784 -0.0570180074680968 -0.140813531682223 -0.10151123096343 -0.0622108568231643 -0.0536920830636573 -0.0655902120583291 -0.103927876033003 -0.0297743956904664 -0.100041436002998 -0.0640207092486676 -0.0291056279014733 -0.0386426670419716 -0.0608542955730345 0.0144635407923482 0.0825752475107765 -0.0433976539065908 -0.130262130350616 -0.0512210833045288 0.0304341689075854 -0.0232850573241436 0.0627020243832246 -0.0235009042617012 -0.0678061836606328 -0.0135964441518552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_seminal.root" -0.0901288178000693 -0.104521173607 0.142089518236095 0.0855354528566839 0.0116138830677215 -0.0429346943592723 -0.0475293854488776 -0.0585049648464569 -0.105230011329216 0.0430858862443136 -0.0566746122940253 -0.0309574423250842 -0.0515780167980143 -0.0264439125456352 -0.0399630460330182 -0.0634172233762935 -0.162927155773293 -0.0974925359026863 -0.0635036098877906 -0.0550197273340875 -0.0654841314953667 -0.0993128140294986 -0.0432357679410271 -0.0873980438698141 -0.061144992292869 0.0969323696546399 0.0896669479576586 0.170516990756619 0.118242171564834 0.0632376595595125 0.114037592071713 0.0496083381856822 0.0988545565340682 -0.00536044292899838 -0.00350922020106139 -0.00404446105268103 -0.0281630813869087 0.0927764620572723 0.10007165356491 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"b73_silk" -0.0136819566193692 -0.0245893803150282 0.176099362526906 0.107332156403329 0.00449218032288461 0.0237027349434799 -0.057910820052246 -0.0838182324028218 0.123454105230351 0.00675940077469148 0.00746932534589899 -0.0391143108186759 -0.000602305860321313 -0.0269276322235285 -0.0607004422700409 -0.0832105294445772 -0.14807198160854 -0.11658446778306 -0.0829052721560063 -0.0775877251244804 -0.084282210777714 -0.113184114401315 -0.0516166064090857 -0.110942504820139 -0.0788570532571132 0.0119942595545558 0.0355888917739645 -0.0339915155182502 -0.0320077373465952 -0.0577918275793802 -0.0615775618581062 -0.055632830800635 -0.0663107383433194 -0.0524080730979578 -0.0235775394263753 0.013319339329574 -0.0290350331310853 -0.0594216442604135 -0.0423631418258892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_cob" 0.105922306087596 0.0215546617536195 -0.0357526901301968 -0.0623332951005479 -0.0044302132703031 0.0581983885387241 -0.0471918452695037 -0.0674049975475246 -0.101291270015604 -0.102422381813923 -0.110418922508578 -0.0314294574599415 -0.0342467524244785 -0.0202460485820347 0.167068454752372 0.102246344848903 0.100615635636246 0.0674437644270049 0.0966135760014433 -0.0579313885846662 -0.0747977999688294 -0.0951915536075568 -0.0503469737246177 0.0722531397786504 0.0947394329187675 -0.0407365026278243 -0.151080287148296 -0.0473335175265893 -0.0992446106764398 -0.077903924843466 -0.0518085416741443 0.0894094078949297 0.0930615943544536 0.108650137998232 -0.0219858513737171 -0.00343575049251287 0.024264135225178 -0.00816405521565112 0.0378675827757104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_coleoptile" -0.0257300406887977 -0.0818251727722895 -0.042380903997691 -0.063686472169896 -0.0437778260137739 -0.0142632702611582 -0.0409959523035939 -0.0516869547516108 0.110095068305186 -0.00977290433365516 -0.0745778391333165 -0.0328524855226355 -0.0621211544562155 -0.0269965919787795 0.16236970039487 0.0976673477766226 0.0505080492275213 0.0697873888603373 0.0968216543916215 -0.0488139341208315 -0.057443596242615 -0.0896437366984607 -0.0396561222603241 0.0712101686761406 0.0966439547595307 0.0342146440788121 0.0686167377704218 0.0384860496873207 -0.0133110419440249 0.0136961975888721 -0.0159838895732745 0.0358710609272132 0.0398274516648151 0.00351322661853083 -0.0092599691129108 -0.018732020614771 -0.0296417355546151 -0.0297325139708279 0.0503351374390719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_crown.root" -0.0728672862888613 -0.0932741382799123 -0.0415491912114792 -0.0672819649348992 0.0126342851266146 -0.0157273817918755 -0.0377799273993338 -0.0558198846704596 -0.108109268469677 0.0148388379737075 -0.0433251897211622 -0.0319072118265593 -0.0502544063873149 -0.0234167635036817 0.150708161750568 0.0964211836892985 0.0319750280355501 0.0644417648457326 0.0942869936064494 -0.0420897390726934 -0.0539934531461479 -0.0850664759100936 -0.0403888196563165 0.066042065189239 0.0937237606333715 0.0264665218052978 0.051543706032837 0.151264887346332 -0.00078215633667613 0.0640288380523559 0.109635547285669 0.0547679593978379 0.143372198993896 0.0502804425941647 -0.0150940172492788 -0.0177934461487089 -0.0238425712541038 0.0807468960732357 0.115614309106004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_first.elongated.internode" -0.0235324626852313 -0.0193241165209963 -0.0420977137845387 -0.0732013958226259 0.070830719679546 0.00494507625947357 -0.0472801844862356 -0.0615041900264651 0.0431337436239457 0.0783000697868203 -0.0301754395367016 -0.0395091462281718 -0.0391796747189891 -0.0289245129341079 0.16953857052214 0.0954901065225006 0.0583602546747406 0.0653985975190945 0.098093338008693 -0.0587499463082569 -0.0597802527231369 -0.09803272337284 -0.0392422006987127 0.0690424031612063 0.10185162286175 0.057216011358859 0.0750856501095372 -0.0389235970137641 -0.00677559247481827 -0.063593718801706 -0.0252943479060669 -0.035347867589011 -0.113441928874141 -0.113204205819317 0.00941484157971128 -0.0117862774609007 -0.0299220441657003 -0.0507985020653492 -0.0939883706863524 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_flag.leaf" 0.116349163120798 0.0546195944100365 -0.0385536558328511 -0.0660015929323224 -0.0168698981105962 0.0524928327971602 -0.0412457735171682 -0.0638112533838279 -0.0226249469081421 -0.0947492628829272 -0.077787635961742 -0.0348953407096237 -0.0435375288415999 -0.0234514413244401 0.172176259225516 0.101424251123755 0.116042991491097 0.0729659878798095 0.101973688390537 -0.0535730396157138 -0.0701679906061441 -0.0973106232761383 -0.0401794916286117 0.0757997544844126 0.0979572849909134 -0.0647988212488749 -0.085033453246423 -0.0446655220452199 -0.108032414374633 -0.0442111986024918 0.00896608588416899 0.0860239600376118 0.0352328513096796 0.0644171221301655 -0.0229230057689391 -0.00942284315138667 0.0529404315279201 0.0182918901564199 0.0167299952598648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_immature.cob" -0.0331225056496048 -0.00654145004715361 -0.038876424138299 -0.0773119025707862 0.143628463067354 0.0745762888975235 -0.046876435022344 -0.070396851555048 0.0838686299564809 0.0973854756174207 0.104820232494485 -0.0115730390184584 0.00387672022209328 -0.0313225623401895 0.173874740983427 0.0977262105594082 0.0708956161665746 0.070763706531818 0.0970817307527984 -0.0598037773901124 -0.0681032816863763 -0.106724994309935 -0.0398025060204381 0.0724740391992292 0.105821990138669 0.026809453342482 0.0328633880876113 -0.0769669281661502 -0.0748747438596224 -0.112226238836342 -0.104207732867178 -0.0981215927551213 -0.129246427691963 -0.126438940300559 -0.0184262798885379 -0.0207848045478877 -0.0240795752581871 -0.0646858832805552 -0.15155760209895 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_immature.tassel" -0.0207490747984974 -0.0636843048467375 -0.0308618576792142 -0.0705790709743688 -0.0422087329679395 -0.00168142946114437 -0.0343331400520328 -0.0681769045581515 0.0183020781762368 -0.058401822135017 -0.00832597587186765 -0.0182229007592746 0.0189975237413222 -0.00689079517658564 0.169573327972578 0.102110511738142 0.0620636128442262 0.0660691887827607 0.0994625420591304 -0.0498277751573923 -0.0665092810870589 -0.0964644409804744 -0.0355702361189624 0.0661377810600115 0.0921357134473414 -0.0439112848394175 -0.024173543370966 -0.0054767657941546 -0.121360669395876 0.110449327098699 0.0535147000917948 0.038851705759539 0.0732468144427365 0.0831266836662262 0.0970399456254727 0.105533418427768 0.26830581591348 0.19208466019678 0.0723890145229656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_leaf.1" 0.124367381609285 0.0197411506976184 -0.0344988730444915 -0.0723034477679572 -0.0319663417979527 0.107052522289002 -0.0396450938260081 -0.0716664212208399 -0.0856655349517401 -0.14368981569446 -0.121030696693429 -0.0395122476352568 -0.0494067090097988 -0.0243183550811337 0.175233305289596 0.109086546232962 0.125461646327712 0.0734897657876239 0.102268953424068 -0.0596314852203785 -0.0753076128896798 -0.0938503477625783 -0.0483972801557571 0.0736001366108372 0.102968776544619 -0.0644069770337337 -0.154735043214862 -0.0618552720142378 -0.170760360240285 -0.0361222757548662 -0.0493800609242309 0.102820533032658 0.0619419736304918 0.10019557034135 -0.0225574067026742 -0.0104297883168212 -0.0275092076008407 -0.058921976491843 0.0186316765581123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_leaf.3.blade" 0.14845579096641 0.0256911019959501 -0.0371077896380713 -0.0717153963304235 -0.0477102506204772 0.138529912506705 -0.0406897994613411 -0.0717674951840916 -0.0746251281554177 -0.16048901068544 -0.14823599505632 -0.040168293483773 -0.0655851757469244 -0.0287540211764632 0.174908031895509 0.107942357635601 0.140304503066726 0.075366243303949 0.10137355477226 -0.054548145250967 -0.0714415931792259 -0.0875468399138917 -0.0434276012186404 0.0746757017270643 0.100325211578427 -0.0395685442299598 -0.141220856001393 -0.068226163881427 -0.121773919253946 -0.0776721540771028 -0.0560433350833624 0.11314054471555 0.0212210205994949 0.0668284052954117 -0.0270954231855768 -0.0144514097964032 -0.0317614186671462 -0.0638599295274341 -0.00662347091249851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_leaf.3.sheath" 0.0564085039223531 -0.0138588971458443 -0.0384131078976041 -0.0733955582517445 -0.0867356260164533 -0.0179742661679652 -0.0453052192256227 -0.0689526055158251 0.108648482504284 -0.0530092028168455 -0.0952517503008764 -0.0390204333963574 -0.0700479226520076 -0.0258024546437833 0.175154980172291 0.102342627736419 0.0925675420876431 0.0693321167489372 0.104759499820048 -0.058892700847153 -0.065496927015606 -0.0986547715592379 -0.0433471118687835 0.0686305173112816 0.102101835192003 -0.0377003741897593 0.0544731396237924 -0.00603802468303817 -0.0815945342176176 0.04608376171504 0.110208425341196 0.0637292897833717 -0.0174024631742363 0.00985722667471885 -0.0117461761874232 -0.0197552366455244 -0.0241067842159369 -0.0436544533870187 0.0195601242443903 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_leaf.5" 0.149082342718008 0.0554619018811949 -0.0371328678704688 -0.0669166550331984 -0.0367041136437157 0.0665502323387478 -0.0465046600801601 -0.073522751784119 -0.0640125241149725 -0.123381100910648 -0.157375393511542 -0.0365222100017648 -0.0489225119007845 -0.0222277385024231 0.169788431884905 0.101408031529988 0.116680845573524 0.0708084916219465 0.10231721282112 -0.0566807773140367 -0.0726352330958054 -0.0931258064453428 -0.0467410360206794 0.0726223938178319 0.0949307071183026 -0.071575143507411 -0.123470658028765 -0.0597511873633983 -0.0637901456922971 -0.0615271875199411 -0.0280358764170801 0.107706193399179 0.0287426321525184 0.0683736425734296 -0.0294280739023753 -0.0187345316452108 -0.0192866860833325 -0.0535261277327303 0.00662328992644101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_leaf.5.elongation.zone" 0.0489963510653892 0.132639244227106 -0.0414855398288123 -0.0714859677420044 -0.00888065489923814 -0.0219531459698079 -0.0442104699710796 -0.059548124821953 0.129951745469078 0.0262190980942075 -0.0588852092903584 -0.0356952155891259 -0.0561507828641917 -0.024007456121512 0.163273349551481 0.0932022252903756 0.0665929523287379 0.0657914584218306 0.102372548976389 -0.0515045943240102 -0.0542531041623154 -0.0916180998879462 -0.0374209969474702 0.0667275087004559 0.0969212493418709 0.0628750098389583 0.0973931393755355 -0.0188925688457686 0.0251115247320274 -0.0379002297776029 -0.00901809219838272 -0.0109075529569624 -0.126736390360954 -0.116000148167434 -0.0117476748672478 -0.0149980568453917 -0.0323498120967285 -0.040841099715826 -0.0667895660635483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_leaf.5.mature" 0.104844241174813 0.192075447380322 -0.0350562247022808 -0.0700224813804327 -0.0323718593040945 -0.024578795460576 -0.0494957507354944 -0.0683670150323192 0.0834045118611165 -0.0234347936165177 -0.0694703631296986 -0.0359371320547363 -0.0464931139369002 -0.0355199699177515 0.166162945447486 0.0907597710548336 0.0882446733734221 0.0697218081589484 0.0978376582113974 -0.0589950212624351 -0.0692845284297122 -0.0956329098105083 -0.0445186560209025 0.0624410618185932 0.0994218725167477 -0.0754924373262886 0.0399389503702335 -0.0150132991494104 -0.031231041455716 0.0943601395732199 0.170385109307512 0.03952757949503 -0.0710888067817921 -0.0347359565806865 -0.00822345599189937 -0.0101249995145019 -0.0309020709485074 -0.0471748491807341 -0.0198016152845367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dk105_leaf.5.meristem" -0.017127342077742 0.0639094039529754 -0.0434070573524002 -0.0703545828165887 0.19732015241574 0.0523671073013982 -0.0394203583310274 -0.0563480109637787 0.0763737702339854 0.147272384461249 -0.00175662079583077 -0.0371425150672834 -0.0151221037636988 -0.023354022587584 0.163255096060422 0.0891176979744199 0.053192695084376 0.0603082114513801 0.0919111427014372 -0.0486885521382539 -0.0575765972928539 -0.0929295547890832 -0.0315124784972628 0.073983023824263 0.102627806199167 0.0427193642867788 0.029446936071268 -0.0900126467009364 -0.0145721972369394 -0.130787304634131 -0.129664430284674 -0.12628860198781 -0.173650716577731 -0.186256796966118 -0.0231065319307943 -0.0240426358246288 -0.0393533750360995 -0.0862037844446514 -0.201153901170258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
